,OverallQual,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,1stFlrSF,YearRemodAdd,GarageYrBlt,KitchenQual,SalePrice
366,6,1394,1963,514,1394,1394,1963,1963,TA,159000
367,6,1431,1962,296,1099,1431,1962,1962,TA,165000
368,5,1268,1954,244,1268,1268,1954,1954,TA,132000
369,5,1287,1959,576,1063,1287,2006,1997,Gd,162000
370,6,1664,2000,460,953,953,2000,2000,TA,172400
371,4,1588,1959,680,0,1120,1959,1991,TA,134432
372,6,752,1984,264,744,752,1984,1984,TA,125000
373,5,1319,1953,270,608,1319,1953,1953,TA,123000
374,7,1928,2003,434,847,847,2004,2003,Gd,219500
375,1,904,1922,0,683,904,1950,1980,Fa,61000
376,5,914,1996,576,870,914,1996,1998,TA,148000
377,8,2466,2004,610,1580,1580,2005,2004,Gd,340000
378,9,1856,2010,834,1856,1856,2010,2010,Ex,394432
379,6,1800,2000,463,982,1007,2000,2000,TA,179000
380,5,1691,1924,308,1026,1026,1950,1924,Gd,127000
381,7,1301,2006,572,1293,1301,2006,2006,Gd,187750
382,7,1797,2006,639,939,939,2006,2006,Gd,213500
383,6,784,1928,360,784,784,1950,1950,TA,76000
384,6,1953,1992,501,1580,1079,1992,1992,Gd,240000
385,8,1269,2004,430,1256,1269,2005,2004,Gd,192000
386,5,1184,1910,0,658,658,1996,1980,TA,81000
387,6,1125,1976,352,1041,1125,1976,1977,TA,125000
388,7,1479,1999,577,1468,1479,2000,1999,Gd,191000
389,10,2332,2007,846,1682,1742,2008,2008,Ex,426000
390,5,1367,1900,384,861,961,1950,1978,TA,119000
391,6,1961,2001,560,804,804,2002,2001,Gd,215000
392,5,882,1959,294,0,882,1959,1959,TA,106500
393,4,788,1941,0,788,788,1950,1980,TA,100000
394,5,1034,1940,240,735,735,1950,1940,TA,109000
395,5,1144,1956,596,1144,1144,1956,1956,TA,129000
396,5,894,1972,600,894,894,1972,1985,TA,123000
397,5,1812,1962,264,864,876,1962,1962,TA,169500
398,5,1077,1920,338,961,1077,1950,1920,TA,67000
399,7,1550,2006,438,1092,1112,2007,2007,Gd,241000
400,8,1288,1996,500,1260,1288,1996,1996,Ex,245500
401,7,1310,2005,400,1310,1310,2005,2005,Gd,164990
402,5,672,1940,240,672,672,1997,1940,TA,108000
403,8,2263,1998,420,1141,1165,1998,1998,Gd,258000
404,6,1572,1995,373,806,806,1996,1995,TA,168000
405,4,1620,1976,490,1281,1620,1993,1993,TA,150000
406,6,1639,1936,240,1064,1166,1950,1936,TA,115000
407,6,1680,1915,308,840,840,1976,1960,TA,177000
408,7,2172,2006,947,1063,1071,2006,2006,Gd,280000
409,8,2078,2007,836,1034,1050,2008,2008,Ex,339750
410,5,1276,1958,350,1276,1276,1958,1958,TA,60000
411,5,1056,1955,572,1056,1056,1955,1955,TA,145000
412,7,1478,2009,484,1470,1478,2009,2009,Gd,222000
413,5,1028,1927,360,1008,1028,1950,1927,TA,115000
414,7,2097,1993,678,1080,1080,1993,1993,Gd,228000
415,7,1340,2007,396,1340,1340,2007,2007,Gd,181134
416,6,1400,1978,440,672,672,1978,1978,TA,149500
417,6,2624,1918,864,1370,1370,1950,1918,TA,239000
418,5,1134,1940,240,756,756,1950,1940,TA,126000
419,5,1056,1968,304,1056,1056,1968,1968,TA,142000
420,7,1344,1997,784,1344,1344,1998,1997,TA,206300
421,6,1602,1977,529,1602,1602,2000,1977,Gd,215000
422,5,988,1954,520,988,988,1954,1954,TA,113000
423,8,2630,1998,696,1470,1470,1998,1998,Gd,315000
424,6,1196,1956,297,1196,1196,1956,1956,TA,139000
425,7,1389,1946,240,651,707,1992,1947,TA,135000
426,7,1644,1989,569,1518,1644,1989,1989,Gd,275000
427,4,907,1957,352,907,907,1957,1964,TA,109008
428,7,1208,2007,628,1208,1208,2007,2007,Gd,195400
429,6,1412,1988,576,1392,1412,1988,1988,Gd,175000
430,6,987,1971,264,483,483,1971,1971,TA,85400
431,6,1198,1920,0,901,1088,1998,1980,TA,79900
432,5,1365,1971,440,765,765,1971,1971,TA,122500
433,6,1604,1997,470,926,926,1998,1997,TA,181000
434,4,630,1972,0,630,630,1972,1980,TA,81000
435,7,1661,1996,550,799,827,1996,1996,Gd,212000
436,6,1118,1920,440,648,734,1950,1990,TA,116000
437,6,904,1926,180,884,904,2004,1926,TA,119000
438,5,694,1913,352,440,694,2002,1990,Gd,90350
439,6,1196,1920,528,684,684,2000,2005,Gd,110000
440,10,2402,2008,672,3094,2402,2008,2008,Ex,555000
441,4,1440,1955,0,1440,1440,1955,1980,Fa,118000
442,5,1573,1930,360,1078,1128,1992,1930,TA,162900
443,7,1258,2006,648,1258,1258,2007,2007,Gd,172500
444,7,1908,1994,493,915,933,1995,1994,Gd,210000
445,6,1689,1956,480,1436,1689,1956,1956,TA,127500
446,6,1888,1966,578,1517,1888,2002,1966,Gd,190000
447,7,1886,1998,431,930,956,1999,1998,Gd,199900
448,6,1376,1937,198,780,780,1950,1937,TA,119500
449,3,1183,1948,308,649,679,2002,1981,TA,120000
450,6,813,1930,270,813,813,2005,1932,Gd,110000
451,7,1533,1975,576,1533,1533,1975,1975,Gd,280000
452,6,1756,1996,422,872,888,1997,1996,TA,204000
453,8,1590,2008,676,768,786,2008,2008,Gd,210000
454,5,1728,1976,560,1728,1728,1976,1976,TA,188000
455,7,1242,1973,528,1242,1242,1973,1973,TA,175500
456,5,1344,1916,513,624,624,1950,1916,TA,98000
457,4,1663,1954,529,1364,1663,1994,1954,Gd,256000
458,8,1666,1925,228,588,833,1996,1925,Gd,161000
459,5,1203,1950,352,709,979,1950,1950,Gd,110000
460,8,1935,2009,552,832,832,2009,2009,TA,263435
461,7,1135,1936,576,560,575,2007,1971,Gd,155000
462,5,864,1965,360,864,864,1965,1965,TA,62383
463,6,1660,1934,240,715,849,1995,1939,TA,188700
464,5,1040,1978,0,1040,1040,1978,1980,TA,124000
465,7,1414,2004,398,1375,1414,2004,2004,Gd,178740
466,7,1277,1970,526,1277,1277,1970,1970,TA,167000
467,5,1644,1942,312,728,888,1995,1942,Gd,146500
468,8,1634,2006,866,1626,1634,2006,2006,Gd,250000
469,6,1710,1993,506,832,832,1993,1993,Gd,187000
470,8,1502,1985,528,1488,1502,1985,1985,Gd,212000
471,7,1969,1977,534,808,1161,1977,1977,TA,190000
472,6,1072,2005,525,547,1072,2005,2005,TA,148000
473,8,1976,2006,908,1976,1976,2007,2006,Gd,440000
474,8,1652,2000,499,1494,1652,2000,2000,Ex,251000
475,5,970,1963,624,970,970,1963,1996,TA,132500
476,6,1493,1997,508,1478,1493,1998,1997,Gd,208900
477,9,2643,2006,694,2153,2069,2006,2006,Ex,380000
478,8,1718,2007,826,1705,1718,2008,2007,Gd,297000
479,4,1131,1937,672,907,1131,2000,1995,TA,89471
480,9,1850,2004,772,1833,1850,2005,2004,Gd,326000
481,9,1792,2003,874,1792,1792,2004,2003,Ex,374000
482,7,1826,1915,164,910,916,2005,1915,Ex,155000
483,6,1216,1998,402,1216,1216,1998,1998,TA,164000
484,5,999,1962,264,999,999,2001,1963,Gd,132500
485,5,1113,1950,264,1113,1113,2007,1950,Gd,147000
486,5,1073,1965,515,1073,1073,1965,1965,TA,156000
487,5,1484,1971,487,1484,1484,1971,1971,TA,175000
488,5,2414,1900,520,954,1766,1970,1970,TA,160000
489,4,630,1970,286,630,630,2002,1970,Gd,86000
490,5,1304,1976,336,264,616,1976,1976,TA,115000
491,6,1578,1941,240,806,958,1950,1941,Fa,133000
492,6,1456,2006,429,728,728,2006,2006,TA,172785
493,5,1269,1960,308,1269,1269,1960,1964,TA,155000
494,5,886,1938,273,190,886,1996,1938,TA,91300
495,4,720,1920,0,720,720,1950,1980,TA,34900
496,8,3228,1992,546,3200,3228,1993,1992,Gd,430000
497,7,1820,1925,240,1026,1133,1950,1925,TA,184000
498,5,899,1967,288,864,899,2004,1967,Gd,130000
499,5,912,1958,297,912,912,1985,1958,TA,120000
500,6,1218,1973,264,672,672,1973,1973,TA,113000
501,7,1768,2005,603,866,866,2005,2005,Gd,226700
502,5,1214,1965,461,1214,1214,1965,1965,TA,140000
503,7,1801,1959,484,1501,1801,1997,1959,TA,289000
504,6,1322,1974,440,855,855,1974,1974,TA,147000
505,5,1960,1952,400,960,960,1952,1952,TA,124500
506,8,1911,1993,471,777,1065,1994,1993,Gd,215000
507,6,1218,2009,676,1218,1218,2009,2009,Gd,208300
508,7,1378,1928,360,689,689,2005,1928,Gd,161000
509,5,1041,1959,270,1041,1041,1959,1959,TA,124500
510,5,1363,1951,288,1008,1363,2000,1951,TA,164900
511,7,1368,2005,474,1368,1368,2006,2005,Gd,202665
512,5,864,1958,624,864,864,1958,1964,TA,129900
513,6,1080,1983,484,1084,1080,1983,1983,TA,134000
514,5,789,1926,200,768,789,1950,1926,TA,96500
515,10,2020,2009,900,2006,2020,2009,2009,Ex,402861
516,6,2119,1972,583,689,1378,1972,1972,TA,158000
517,7,2344,1996,889,1264,1277,1997,1996,Gd,265000
518,6,1796,1998,546,794,882,1998,1998,TA,211000
519,7,2080,1926,282,1276,1276,2004,1926,Gd,234000
520,4,1294,1900,0,0,694,2000,1980,TA,106250
521,6,1244,1957,336,1244,1244,1957,1957,TA,150000
522,6,1664,1947,420,1004,1004,1950,1950,TA,159000
523,10,4676,2007,884,3138,3138,2008,2007,Ex,184750
524,7,2398,1996,834,1379,1383,1997,1996,Gd,315750
525,7,1266,2005,453,1257,1266,2005,2005,Gd,176000
526,5,928,1956,252,928,928,2000,1956,TA,132000
527,9,2713,2008,858,1452,1476,2008,2008,Ex,446261
528,4,605,1920,0,528,605,2002,1980,TA,86000
529,6,2515,1957,484,2035,2515,1975,1975,TA,200624
530,6,1509,1988,600,1461,1509,1989,1988,Gd,175000
531,6,1362,1920,502,611,751,1999,1920,TA,128000
532,5,827,1955,392,0,827,2007,1967,TA,107500
533,1,334,1946,0,0,334,1950,1980,Fa,39300
534,8,1414,2004,403,707,707,2004,2004,Gd,178000
535,5,1347,1910,0,1117,820,1991,1980,TA,107500
536,7,1724,1998,527,880,880,1999,1998,Gd,188000
537,4,864,1972,576,864,864,1972,1980,TA,111250
538,5,1159,1968,336,1051,1159,1968,1968,TA,158000
539,8,1601,2001,670,1581,1601,2002,2001,Gd,272000
540,9,1838,2006,765,1838,1838,2006,2006,Ex,315000
541,8,2285,2000,648,969,997,2000,2000,Gd,248000
542,7,1680,1998,583,1650,1680,1999,1998,Gd,213250
543,7,767,1998,367,723,767,1998,1998,TA,133000
544,7,1496,2006,426,654,664,2006,2006,Gd,179665
545,7,2183,1988,786,1204,1377,1988,1988,Gd,229000
546,6,1635,1923,440,1065,915,1950,1950,TA,210000
547,5,768,1970,624,768,768,1970,1987,TA,129500
548,5,825,1955,720,825,825,1995,1963,TA,125000
549,7,2094,2003,615,912,912,2004,2003,Gd,263000
550,6,1069,1977,440,1069,1069,1977,1977,TA,140000
551,5,928,1957,288,928,928,1957,1957,TA,112500
552,8,1717,2006,908,1709,1717,2006,2006,Gd,255500
553,4,1126,1949,520,0,1126,2003,2002,Gd,108000
554,7,2046,2003,871,998,1006,2004,2003,Gd,284000
555,5,1048,1922,280,993,1048,1950,1922,TA,113000
556,5,1092,1957,299,1092,1092,1957,1957,TA,141000
557,4,1336,1920,570,637,897,1950,1994,TA,108000
558,7,1446,1996,406,729,729,1997,1996,TA,175000
559,7,1557,2003,420,1374,1557,2004,2003,Gd,234000
560,5,1392,1957,528,1392,1392,1996,1957,TA,121500
561,5,1389,1974,418,1389,1389,1975,1975,TA,170000
562,5,996,1940,0,996,996,1969,1980,TA,108000
563,6,1674,1918,396,1163,1163,1950,1955,TA,185000
564,7,2295,1992,590,1095,1166,2000,1992,Gd,268000
565,6,1647,1915,216,806,841,1950,1920,Fa,128000
566,9,2504,2005,656,1122,1134,2007,2005,Ex,325000
567,7,1535,2004,532,1517,1535,2004,2004,Gd,214000
568,8,2132,1983,612,1496,1496,2009,1983,Gd,316600
569,5,943,1979,600,943,943,1979,1979,TA,135960
570,5,1728,1965,576,1728,1728,1965,1987,TA,142600
571,6,864,1959,288,864,864,1959,1959,Gd,120000
572,7,1692,2009,650,846,846,2009,2009,Gd,224500
573,7,1430,2000,400,384,774,2000,2000,TA,170000
574,5,1109,1971,288,372,576,2005,1971,TA,139000
575,5,1216,1947,336,832,832,1950,1947,TA,118500
576,7,1477,1928,216,861,877,1950,1928,TA,145000
577,5,1320,1966,564,1164,1320,1966,1966,TA,164500
578,7,1392,2007,540,689,703,2007,2007,Gd,146000
579,5,1795,1954,352,1050,1050,1954,1954,TA,131500
580,6,1429,1960,572,1144,1429,1987,1960,Gd,181900
581,8,2042,2008,1390,2042,2042,2009,2009,Ex,253293
582,6,816,1990,0,816,816,1990,1980,TA,118500
583,10,2775,1893,880,1237,1521,2000,1988,Gd,325000
584,4,1573,1935,240,884,989,1995,1935,Gd,133000
585,8,2028,2005,880,1868,2028,2006,2005,Gd,369900
586,6,838,1918,275,816,838,2000,1961,Fa,130000
587,5,860,1982,528,840,860,1982,1996,TA,137000
588,5,1473,1968,452,1437,1473,2003,1968,Ex,143000
589,5,935,1930,308,742,779,1960,1988,TA,79500
590,7,1582,2004,520,770,770,2004,2004,Gd,185900
591,10,2296,2008,842,1722,1728,2008,2008,Ex,451950
592,5,816,1982,816,816,816,2003,1985,TA,138000
593,6,848,2003,420,848,848,2003,2003,Gd,140000
594,5,924,1975,280,924,924,1975,1981,TA,110000
595,8,1826,2005,758,1814,1826,2006,2005,Gd,319000
596,6,1368,1910,216,684,684,1993,1930,TA,114504
597,7,1402,2006,648,1258,1402,2007,2006,Gd,194201
598,5,1647,1977,621,1430,1647,1977,1977,Gd,217500
599,6,1556,1980,452,716,716,1980,1980,TA,151000
600,8,1904,2005,736,1058,1058,2005,2003,Ex,275000
601,6,1375,1937,544,780,780,1950,1979,Gd,141000
602,8,1915,1992,506,908,927,1992,1992,Gd,220000
603,7,1200,2004,480,600,600,2005,2004,Gd,151000
604,7,1494,2002,530,1494,1494,2002,2002,Gd,221000
605,7,1986,1965,486,768,1186,1990,1965,TA,205000
606,5,1040,1996,576,1040,1040,1996,2000,Gd,152000
607,5,2008,1948,230,896,1112,2002,1948,Ex,225000
608,8,3194,1934,380,965,1940,1998,1934,TA,359100
609,4,1029,1961,261,1029,1029,1961,1961,TA,118500
610,9,2153,2000,736,1440,1476,2000,2000,Ex,313000
611,6,1032,1978,564,1032,1032,1978,1978,TA,148000
612,8,1872,2001,531,1299,1299,2001,2001,Ex,261500
613,5,1120,2007,0,1120,1120,2007,1980,TA,147000
614,4,630,1972,0,630,630,1972,1980,TA,75500
615,6,1054,1963,480,936,1054,1963,1963,Gd,137500
616,6,1509,2002,393,783,807,2003,2002,Gd,183200
617,6,832,1954,528,832,832,1954,1962,Gd,105500
618,9,1828,2007,774,1822,1828,2007,2007,Gd,314813
619,8,2262,2003,749,1482,1482,2003,2003,Gd,305000
620,3,864,1914,0,864,864,1950,1980,TA,67000
621,6,2614,1974,624,1522,1548,1997,1974,TA,240000
622,5,980,1977,484,980,980,1977,1986,TA,135000
623,6,1512,2000,440,756,756,2000,2000,Gd,168500
624,6,1790,1972,484,732,1012,1972,1972,TA,165150
625,6,1116,1962,440,1116,1116,1962,1962,TA,160000
626,5,1422,1960,286,978,1422,1978,1960,TA,139900
627,6,1520,1955,364,1156,1520,1972,1955,TA,153000
628,5,2080,1969,504,1040,1040,1969,1969,Fa,135000
629,6,1350,1964,520,1248,1350,1964,1964,TA,168500
630,5,1750,1880,240,636,1089,1991,1937,Ex,124000
631,8,1554,2006,627,1554,1554,2006,2006,Gd,209500
632,7,1411,1977,544,1386,1411,1977,1977,TA,82500
633,5,1056,1954,260,1056,1056,2005,1954,TA,139400
634,6,1056,1980,576,1056,1056,1980,1980,TA,144000
635,6,3395,1914,0,1440,1440,1995,1980,Fa,200000
636,2,800,1936,0,264,800,1950,1980,Fa,60000
637,5,1387,1954,256,811,811,1954,1954,Gd,93000
638,5,796,1910,0,796,796,1950,1980,TA,85000
639,8,1567,2006,648,1520,1567,2006,2006,Ex,264561
640,8,1518,2003,588,1518,1518,2004,2003,Ex,274000
641,7,1929,2001,650,1057,1057,2001,2001,Gd,226000
642,8,2704,1972,538,1952,2000,1995,1972,Ex,345000
643,5,1620,1969,462,780,780,1969,1969,TA,152000
644,9,1766,2009,478,1766,1766,2009,2009,Ex,370878
645,6,981,1971,576,981,981,1971,1979,TA,143250
646,5,1048,1950,420,0,1048,1950,1950,TA,98300
647,6,1094,1953,495,1094,1094,1953,1953,TA,155000
648,6,1839,1966,442,756,1051,1966,1966,TA,155000
649,4,630,1970,0,630,630,1970,1980,TA,84500
650,7,1665,2007,562,813,822,2007,2007,Gd,205950
651,4,1510,1940,296,755,755,1950,1940,TA,108000
652,7,1716,1996,512,880,909,1996,1996,Gd,191000
653,6,1469,1906,216,756,756,1995,1906,TA,135000
654,8,2113,1995,839,2109,2113,1995,1995,Gd,350000
655,6,1092,1971,264,525,525,1971,1971,TA,88000
656,5,1053,1959,312,1053,1053,2006,1959,Gd,145500
657,7,1502,1931,270,776,851,2000,1931,TA,149000
658,6,1458,1948,330,912,912,1950,1948,TA,97500
659,5,1486,1964,480,1486,1486,1999,1968,TA,167000
660,7,1935,1976,550,793,1142,1976,1976,TA,197900
661,8,2448,1994,711,1629,1686,2005,1994,Gd,402000
662,6,1392,1968,576,1392,1392,1968,1968,TA,110000
663,4,1181,1972,588,1138,1181,1972,1974,TA,137500
664,8,2097,2005,1134,2077,2097,2006,2005,Ex,423000
665,8,1936,2000,504,1406,1454,2000,2000,Gd,230500
666,6,2380,1965,596,1021,1465,1979,1965,TA,129000
667,6,1679,1994,575,1408,1679,1998,1994,Gd,193500
668,5,1437,1956,576,1188,1437,1987,1999,TA,168000
669,4,1180,1922,252,700,1180,1950,1922,Fa,137500
670,6,1476,2005,540,738,738,2005,2005,Gd,173500
671,6,1369,1925,300,672,697,1950,1930,TA,103600
672,6,1208,1977,546,1208,1208,1977,1977,TA,165000
673,6,1839,1957,416,1477,1839,2004,1957,Gd,257500
674,6,1136,1965,384,1136,1136,1965,1965,TA,140000
675,6,1441,1978,440,855,855,1978,1978,TA,148500
676,4,1774,1900,779,1095,1095,1950,1920,TA,87000
677,5,792,1924,240,768,792,2006,1924,Gd,109500
678,8,2046,2008,834,2046,2046,2008,2008,Gd,372500
679,5,988,1961,572,988,988,1961,1963,TA,128500
680,6,923,1980,264,923,923,1980,1980,TA,143000
681,5,1520,1932,281,793,848,2000,1968,TA,159434
682,6,1291,1996,431,1291,1291,1997,1996,Gd,173000
683,9,1668,2002,702,1626,1668,2002,2002,Gd,285000
684,7,1839,1998,486,1195,1195,1998,1998,TA,221000
685,7,2090,1984,577,1190,1190,1984,1984,Gd,207500
686,7,1761,2007,578,874,874,2007,2007,Gd,227875
687,7,1102,2004,480,551,551,2004,2004,Gd,148800
688,8,1419,2007,567,1419,1419,2007,2007,Gd,392000
689,6,1362,2005,460,1362,1362,2006,2005,Gd,194700
690,6,848,2004,420,848,848,2004,2004,Gd,141000
691,10,4316,1994,832,2444,2444,1995,1994,Ex,755000
692,7,2519,1989,628,1210,1238,1990,1989,Gd,335000
693,5,1073,1921,326,1073,1073,1968,1968,TA,108480
694,5,1539,1936,576,927,1067,1950,1995,TA,141500
695,6,1137,1987,551,1112,1137,1987,1987,Gd,176000
696,5,616,1921,205,616,616,1950,1921,TA,89000
697,5,1148,1952,308,980,1148,1952,1952,TA,123500
698,5,894,1965,336,894,894,2009,1973,TA,138500
699,7,1391,2004,530,1391,1391,2004,2004,Gd,196000
700,8,1800,2002,765,1800,1800,2002,2002,Gd,312500
701,7,1164,1969,528,1164,1164,1969,1969,TA,140000
702,8,2576,2006,666,1234,1264,2006,2006,Ex,361919
703,5,1812,1900,672,360,1032,1996,1999,Gd,140000
704,7,1484,2004,606,1473,1484,2005,2004,Gd,213000
705,4,1092,1930,0,0,372,1950,1980,Fa,55000
706,7,1824,1971,739,1643,1824,2002,1971,Gd,302000
707,8,1324,2006,550,1324,1324,2006,2006,Gd,254000
708,7,1456,2007,400,728,728,2007,2007,Gd,179540
709,5,904,1966,408,876,904,1966,1966,TA,109900
710,3,729,1935,0,270,729,2003,1980,TA,52000
711,4,1178,1900,384,859,859,1950,1964,TA,102776
712,8,1228,1988,472,1228,1228,1989,1988,Gd,189000
713,4,960,1970,576,960,960,1970,1970,TA,129000
714,6,1479,1976,475,725,725,2005,1976,Gd,130500
715,6,1350,1974,478,1064,1350,1974,1974,TA,165000
716,7,2554,1890,704,718,1576,1998,1996,TA,159500
717,5,1178,1973,439,1176,1178,2000,1973,Gd,157000
718,7,2418,1993,983,1311,1325,1994,1993,Gd,341000
719,5,971,1969,300,971,971,1969,1969,TA,128500
720,8,1742,1985,564,1742,1742,1985,1985,Gd,275000
721,6,848,2004,420,848,848,2004,2004,Gd,143000
722,4,864,1970,463,864,864,1970,1994,TA,124500
723,4,1470,1954,548,941,997,1972,1958,TA,135000
724,9,1698,2007,768,1698,1698,2008,2007,Ex,320000
725,4,864,1970,660,864,864,1970,1989,Gd,120500
726,6,1680,1988,540,880,1680,2007,1988,Gd,222000
727,7,1232,2007,632,1232,1232,2007,2007,Gd,194500
728,5,1776,1958,888,1584,1776,1958,1968,TA,110000
729,4,1208,1925,539,780,848,1950,1962,TA,103000
730,8,1616,1995,608,1595,1616,1996,1995,Gd,236500
731,7,1146,2003,438,868,1146,2003,2003,Gd,187500
732,7,2031,1998,541,1153,1153,1999,1998,Gd,222500
733,5,1144,1961,264,864,1144,1983,1961,TA,131400
